"prob.shore","prob.ship","prob.est","nstops","prob.surv","prob.det","prob.sdet","containers","shore","shorestop","rmshore","transfer","rmtrans","dieroute","establish"
0,0,0.5,1,0.8,0,0,100,0,0,0,0,0,30,0
0.1,0,0.5,1,0.8,0,0,100,5,5,0,0,0,12,3
0.2,0,0.5,1,0.8,0,0,100,14,14,0,0,0,21,8
0.3,0,0.5,1,0.8,0,0,100,25,25,0,0,0,22,11
0.4,0,0.5,1,0.8,0,0,100,28,28,0,0,0,29,15
0.5,0,0.5,1,0.8,0,0,100,49,49,0,0,0,18,18
0.6,0,0.5,1,0.8,0,0,100,46,46,0,0,0,23,20
0.7,0,0.5,1,0.8,0,0,100,54,54,0,0,0,21,23
0.8,0,0.5,1,0.8,0,0,100,56,56,0,0,0,24,24
0.9,0,0.5,1,0.8,0,0,100,73,73,0,0,0,18,38
1,0,0.5,1,0.8,0,0,100,79,79,0,0,0,21,41
0,0.1,0.5,1,0.8,0,0,100,0,8,0,8,0,19,5
0.1,0.1,0.5,1,0.8,0,0,100,10,14,0,4,0,22,6
0.2,0.1,0.5,1,0.8,0,0,100,14,21,0,7,0,22,9
0.3,0.1,0.5,1,0.8,0,0,100,22,28,0,6,0,23,19
0.4,0.1,0.5,1,0.8,0,0,100,26,31,0,5,0,17,17
0.5,0.1,0.5,1,0.8,0,0,100,50,55,0,5,0,15,28
0.6,0.1,0.5,1,0.8,0,0,100,52,55,0,3,0,20,31
0.7,0.1,0.5,1,0.8,0,0,100,63,64,0,1,0,18,32
0.8,0.1,0.5,1,0.8,0,0,100,63,63,0,0,0,18,35
0.9,0.1,0.5,1,0.8,0,0,100,70,71,0,1,0,24,32
1,0.1,0.5,1,0.8,0,0,100,78,78,0,0,0,22,43
0,0.2,0.5,1,0.8,0,0,100,0,9,0,9,0,21,3
0.1,0.2,0.5,1,0.8,0,0,100,4,23,0,19,0,19,10
0.2,0.2,0.5,1,0.8,0,0,100,15,32,0,17,0,20,12
0.3,0.2,0.5,1,0.8,0,0,100,22,35,0,13,0,22,16
0.4,0.2,0.5,1,0.8,0,0,100,41,54,0,13,0,16,30
0.5,0.2,0.5,1,0.8,0,0,100,37,47,0,10,0,20,20
0.6,0.2,0.5,1,0.8,0,0,100,54,62,0,8,0,17,29
0.7,0.2,0.5,1,0.8,0,0,100,59,64,0,5,0,17,30
0.8,0.2,0.5,1,0.8,0,0,100,63,67,0,4,0,24,38
0.9,0.2,0.5,1,0.8,0,0,100,72,77,0,5,0,13,31
1,0.2,0.5,1,0.8,0,0,100,79,79,0,0,0,21,43
0,0.3,0.5,1,0.8,0,0,100,0,19,0,19,0,22,7
0.1,0.3,0.5,1,0.8,0,0,100,10,28,0,18,0,18,11
0.2,0.3,0.5,1,0.8,0,0,100,14,35,0,21,0,19,18
0.3,0.3,0.5,1,0.8,0,0,100,21,35,0,14,0,22,24
0.4,0.3,0.5,1,0.8,0,0,100,38,55,0,17,0,13,21
0.5,0.3,0.5,1,0.8,0,0,100,42,51,0,9,0,12,25
0.6,0.3,0.5,1,0.8,0,0,100,52,60,0,8,0,25,26
0.7,0.3,0.5,1,0.8,0,0,100,49,57,0,8,0,26,31
0.8,0.3,0.5,1,0.8,0,0,100,67,69,0,2,0,21,34
0.9,0.3,0.5,1,0.8,0,0,100,66,69,0,3,0,23,37
1,0.3,0.5,1,0.8,0,0,100,79,79,0,0,0,21,35
0,0.4,0.5,1,0.8,0,0,100,0,40,0,40,0,11,18
0.1,0.4,0.5,1,0.8,0,0,100,11,38,0,27,0,18,21
0.2,0.4,0.5,1,0.8,0,0,100,22,53,0,31,0,23,28
0.3,0.4,0.5,1,0.8,0,0,100,32,55,0,23,0,12,26
0.4,0.4,0.5,1,0.8,0,0,100,30,54,0,24,0,20,32
0.5,0.4,0.5,1,0.8,0,0,100,39,59,0,20,0,15,34
0.6,0.4,0.5,1,0.8,0,0,100,45,62,0,17,0,15,34
0.7,0.4,0.5,1,0.8,0,0,100,62,70,0,8,0,15,35
0.8,0.4,0.5,1,0.8,0,0,100,66,75,0,9,0,19,43
0.9,0.4,0.5,1,0.8,0,0,100,67,73,0,6,0,22,31
1,0.4,0.5,1,0.8,0,0,100,88,88,0,0,0,12,47
0,0.5,0.5,1,0.8,0,0,100,0,40,0,40,0,17,13
0.1,0.5,0.5,1,0.8,0,0,100,7,38,0,31,0,24,18
0.2,0.5,0.5,1,0.8,0,0,100,14,50,0,36,0,21,22
0.3,0.5,0.5,1,0.8,0,0,100,22,53,0,31,0,20,21
0.4,0.5,0.5,1,0.8,0,0,100,22,50,0,28,0,17,22
0.5,0.5,0.5,1,0.8,0,0,100,40,58,0,18,0,19,30
0.6,0.5,0.5,1,0.8,0,0,100,45,64,0,19,0,20,34
0.7,0.5,0.5,1,0.8,0,0,100,60,73,0,13,0,14,40
0.8,0.5,0.5,1,0.8,0,0,100,63,67,0,4,0,27,33
0.9,0.5,0.5,1,0.8,0,0,100,73,77,0,4,0,14,39
1,0.5,0.5,1,0.8,0,0,100,76,76,0,0,0,24,49
0,0.6,0.5,1,0.8,0,0,100,0,46,0,46,0,17,25
0.1,0.6,0.5,1,0.8,0,0,100,8,49,0,41,0,18,26
0.2,0.6,0.5,1,0.8,0,0,100,17,56,0,39,0,23,28
0.3,0.6,0.5,1,0.8,0,0,100,23,60,0,37,0,20,30
0.4,0.6,0.5,1,0.8,0,0,100,27,59,0,32,0,24,28
0.5,0.6,0.5,1,0.8,0,0,100,32,60,0,28,0,22,33
0.6,0.6,0.5,1,0.8,0,0,100,49,71,0,22,0,17,35
0.7,0.6,0.5,1,0.8,0,0,100,64,79,0,15,0,15,46
0.8,0.6,0.5,1,0.8,0,0,100,59,73,0,14,0,20,42
0.9,0.6,0.5,1,0.8,0,0,100,66,72,0,6,0,26,41
1,0.6,0.5,1,0.8,0,0,100,81,81,0,0,0,19,39
0,0.7,0.5,1,0.8,0,0,100,0,52,0,52,0,23,26
0.1,0.7,0.5,1,0.8,0,0,100,6,56,0,50,0,22,29
0.2,0.7,0.5,1,0.8,0,0,100,10,51,0,41,0,29,22
0.3,0.7,0.5,1,0.8,0,0,100,24,59,0,35,0,20,28
0.4,0.7,0.5,1,0.8,0,0,100,32,70,0,38,0,22,36
0.5,0.7,0.5,1,0.8,0,0,100,42,76,0,34,0,13,39
0.6,0.7,0.5,1,0.8,0,0,100,50,74,0,24,0,21,48
0.7,0.7,0.5,1,0.8,0,0,100,60,72,0,12,0,23,35
0.8,0.7,0.5,1,0.8,0,0,100,58,73,0,15,0,22,39
0.9,0.7,0.5,1,0.8,0,0,100,76,84,0,8,0,13,41
1,0.7,0.5,1,0.8,0,0,100,80,80,0,0,0,20,38
0,0.8,0.5,1,0.8,0,0,100,0,51,0,51,0,32,23
0.1,0.8,0.5,1,0.8,0,0,100,14,67,0,53,0,24,30
0.2,0.8,0.5,1,0.8,0,0,100,16,77,0,61,0,17,43
0.3,0.8,0.5,1,0.8,0,0,100,27,62,0,35,0,22,30
0.4,0.8,0.5,1,0.8,0,0,100,29,63,0,34,0,29,26
0.5,0.8,0.5,1,0.8,0,0,100,40,77,0,37,0,19,31
0.6,0.8,0.5,1,0.8,0,0,100,49,70,0,21,0,25,40
0.7,0.8,0.5,1,0.8,0,0,100,52,77,0,25,0,19,41
0.8,0.8,0.5,1,0.8,0,0,100,66,78,0,12,0,22,38
0.9,0.8,0.5,1,0.8,0,0,100,68,79,0,11,0,21,44
1,0.8,0.5,1,0.8,0,0,100,81,81,0,0,0,19,48
0,0.9,0.5,1,0.8,0,0,100,0,65,0,65,0,24,39
0.1,0.9,0.5,1,0.8,0,0,100,9,71,0,62,0,23,30
0.2,0.9,0.5,1,0.8,0,0,100,14,74,0,60,0,17,34
0.3,0.9,0.5,1,0.8,0,0,100,29,81,0,52,0,13,44
0.4,0.9,0.5,1,0.8,0,0,100,31,74,0,43,0,22,47
0.5,0.9,0.5,1,0.8,0,0,100,38,74,0,36,0,23,40
0.6,0.9,0.5,1,0.8,0,0,100,50,72,0,22,0,26,42
0.7,0.9,0.5,1,0.8,0,0,100,58,83,0,25,0,15,38
0.8,0.9,0.5,1,0.8,0,0,100,59,77,0,18,0,20,38
0.9,0.9,0.5,1,0.8,0,0,100,74,84,0,10,0,16,46
1,0.9,0.5,1,0.8,0,0,100,84,84,0,0,0,16,38
0,1,0.5,1,0.8,0,0,100,0,79,0,79,0,21,41
0.1,1,0.5,1,0.8,0,0,100,6,73,0,67,0,27,38
0.2,1,0.5,1,0.8,0,0,100,21,86,0,65,0,14,42
0.3,1,0.5,1,0.8,0,0,100,24,76,0,52,0,24,33
0.4,1,0.5,1,0.8,0,0,100,32,86,0,54,0,14,39
0.5,1,0.5,1,0.8,0,0,100,44,80,0,36,0,20,38
0.6,1,0.5,1,0.8,0,0,100,41,73,0,32,0,27,39
0.7,1,0.5,1,0.8,0,0,100,54,83,0,29,0,17,46
0.8,1,0.5,1,0.8,0,0,100,62,78,0,16,0,22,38
0.9,1,0.5,1,0.8,0,0,100,68,77,0,9,0,23,32
1,1,0.5,1,0.8,0,0,100,75,75,0,0,0,25,41
0,0,0.6,1,0.8,0,0,100,0,0,0,0,0,15,0
0.1,0,0.6,1,0.8,0,0,100,6,6,0,0,0,21,5
0.2,0,0.6,1,0.8,0,0,100,16,16,0,0,0,16,10
0.3,0,0.6,1,0.8,0,0,100,24,24,0,0,0,18,10
0.4,0,0.6,1,0.8,0,0,100,24,24,0,0,0,22,8
0.5,0,0.6,1,0.8,0,0,100,45,45,0,0,0,22,24
0.6,0,0.6,1,0.8,0,0,100,49,49,0,0,0,21,18
0.7,0,0.6,1,0.8,0,0,100,62,62,0,0,0,17,32
0.8,0,0.6,1,0.8,0,0,100,58,58,0,0,0,23,33
0.9,0,0.6,1,0.8,0,0,100,68,68,0,0,0,16,42
1,0,0.6,1,0.8,0,0,100,80,80,0,0,0,20,50
0,0.1,0.6,1,0.8,0,0,100,0,6,0,6,0,22,3
0.1,0.1,0.6,1,0.8,0,0,100,6,12,0,6,0,23,9
0.2,0.1,0.6,1,0.8,0,0,100,17,25,0,8,0,20,19
0.3,0.1,0.6,1,0.8,0,0,100,33,36,0,3,0,17,23
0.4,0.1,0.6,1,0.8,0,0,100,30,34,0,4,0,20,17
0.5,0.1,0.6,1,0.8,0,0,100,40,45,0,5,0,21,29
0.6,0.1,0.6,1,0.8,0,0,100,51,56,0,5,0,25,32
0.7,0.1,0.6,1,0.8,0,0,100,52,56,0,4,0,20,40
0.8,0.1,0.6,1,0.8,0,0,100,61,62,0,1,0,23,37
0.9,0.1,0.6,1,0.8,0,0,100,77,77,0,0,0,17,41
1,0.1,0.6,1,0.8,0,0,100,84,84,0,0,0,16,43
0,0.2,0.6,1,0.8,0,0,100,0,16,0,16,0,19,12
0.1,0.2,0.6,1,0.8,0,0,100,5,22,0,17,0,19,14
0.2,0.2,0.6,1,0.8,0,0,100,21,30,0,9,0,20,16
0.3,0.2,0.6,1,0.8,0,0,100,21,29,0,8,0,23,22
0.4,0.2,0.6,1,0.8,0,0,100,33,41,0,8,0,22,28
0.5,0.2,0.6,1,0.8,0,0,100,37,49,0,12,0,21,27
0.6,0.2,0.6,1,0.8,0,0,100,46,53,0,7,0,22,28
0.7,0.2,0.6,1,0.8,0,0,100,50,62,0,12,0,17,36
0.8,0.2,0.6,1,0.8,0,0,100,69,73,0,4,0,19,45
0.9,0.2,0.6,1,0.8,0,0,100,70,72,0,2,0,16,43
1,0.2,0.6,1,0.8,0,0,100,74,74,0,0,0,26,38
0,0.3,0.6,1,0.8,0,0,100,0,19,0,19,0,17,12
0.1,0.3,0.6,1,0.8,0,0,100,9,23,0,14,0,25,15
0.2,0.3,0.6,1,0.8,0,0,100,18,40,0,22,0,18,27
0.3,0.3,0.6,1,0.8,0,0,100,28,45,0,17,0,20,28
0.4,0.3,0.6,1,0.8,0,0,100,27,45,0,18,0,23,24
0.5,0.3,0.6,1,0.8,0,0,100,42,58,0,16,0,14,33
0.6,0.3,0.6,1,0.8,0,0,100,52,61,0,9,0,20,33
0.7,0.3,0.6,1,0.8,0,0,100,47,57,0,10,0,25,37
0.8,0.3,0.6,1,0.8,0,0,100,67,70,0,3,0,23,42
0.9,0.3,0.6,1,0.8,0,0,100,70,73,0,3,0,14,35
1,0.3,0.6,1,0.8,0,0,100,78,78,0,0,0,22,49
0,0.4,0.6,1,0.8,0,0,100,0,40,0,40,0,16,25
0.1,0.4,0.6,1,0.8,0,0,100,6,39,0,33,0,24,21
0.2,0.4,0.6,1,0.8,0,0,100,17,42,0,25,0,22,29
0.3,0.4,0.6,1,0.8,0,0,100,23,49,0,26,0,20,26
0.4,0.4,0.6,1,0.8,0,0,100,36,54,0,18,0,16,32
0.5,0.4,0.6,1,0.8,0,0,100,45,65,0,20,0,20,42
0.6,0.4,0.6,1,0.8,0,0,100,52,59,0,7,0,26,36
0.7,0.4,0.6,1,0.8,0,0,100,53,66,0,13,0,18,47
0.8,0.4,0.6,1,0.8,0,0,100,66,71,0,5,0,18,43
0.9,0.4,0.6,1,0.8,0,0,100,74,79,0,5,0,16,55
1,0.4,0.6,1,0.8,0,0,100,79,79,0,0,0,21,43
0,0.5,0.6,1,0.8,0,0,100,0,35,0,35,0,29,17
0.1,0.5,0.6,1,0.8,0,0,100,8,41,0,33,0,26,29
0.2,0.5,0.6,1,0.8,0,0,100,8,46,0,38,0,20,31
0.3,0.5,0.6,1,0.8,0,0,100,18,49,0,31,0,22,35
0.4,0.5,0.6,1,0.8,0,0,100,34,63,0,29,0,10,41
0.5,0.5,0.6,1,0.8,0,0,100,44,57,0,13,0,15,26
0.6,0.5,0.6,1,0.8,0,0,100,47,64,0,17,0,22,40
0.7,0.5,0.6,1,0.8,0,0,100,60,70,0,10,0,14,47
0.8,0.5,0.6,1,0.8,0,0,100,63,66,0,3,0,27,36
0.9,0.5,0.6,1,0.8,0,0,100,71,76,0,5,0,19,47
1,0.5,0.6,1,0.8,0,0,100,81,81,0,0,0,19,53
0,0.6,0.6,1,0.8,0,0,100,0,49,0,49,0,26,29
0.1,0.6,0.6,1,0.8,0,0,100,8,51,0,43,0,20,31
0.2,0.6,0.6,1,0.8,0,0,100,12,49,0,37,0,18,31
0.3,0.6,0.6,1,0.8,0,0,100,26,64,0,38,0,17,40
0.4,0.6,0.6,1,0.8,0,0,100,34,58,0,24,0,23,33
0.5,0.6,0.6,1,0.8,0,0,100,43,65,0,22,0,19,41
0.6,0.6,0.6,1,0.8,0,0,100,56,70,0,14,0,15,44
0.7,0.6,0.6,1,0.8,0,0,100,63,74,0,11,0,19,43
0.8,0.6,0.6,1,0.8,0,0,100,64,74,0,10,0,21,46
0.9,0.6,0.6,1,0.8,0,0,100,75,79,0,4,0,17,46
1,0.6,0.6,1,0.8,0,0,100,75,75,0,0,0,25,37
0,0.7,0.6,1,0.8,0,0,100,0,62,0,62,0,17,39
0.1,0.7,0.6,1,0.8,0,0,100,9,59,0,50,0,18,40
0.2,0.7,0.6,1,0.8,0,0,100,17,65,0,48,0,20,38
0.3,0.7,0.6,1,0.8,0,0,100,20,56,0,36,0,28,34
0.4,0.7,0.6,1,0.8,0,0,100,37,71,0,34,0,14,44
0.5,0.7,0.6,1,0.8,0,0,100,41,77,0,36,0,15,48
0.6,0.7,0.6,1,0.8,0,0,100,47,73,0,26,0,16,39
0.7,0.7,0.6,1,0.8,0,0,100,58,68,0,10,0,24,39
0.8,0.7,0.6,1,0.8,0,0,100,58,69,0,11,0,25,41
0.9,0.7,0.6,1,0.8,0,0,100,71,77,0,6,0,21,47
1,0.7,0.6,1,0.8,0,0,100,71,71,0,0,0,29,45
0,0.8,0.6,1,0.8,0,0,100,0,58,0,58,0,25,29
0.1,0.8,0.6,1,0.8,0,0,100,12,66,0,54,0,15,40
0.2,0.8,0.6,1,0.8,0,0,100,21,62,0,41,0,22,32
0.3,0.8,0.6,1,0.8,0,0,100,23,68,0,45,0,22,43
0.4,0.8,0.6,1,0.8,0,0,100,40,72,0,32,0,18,47
0.5,0.8,0.6,1,0.8,0,0,100,36,66,0,30,0,29,44
0.6,0.8,0.6,1,0.8,0,0,100,38,65,0,27,0,29,34
0.7,0.8,0.6,1,0.8,0,0,100,57,70,0,13,0,26,45
0.8,0.8,0.6,1,0.8,0,0,100,62,73,0,11,0,19,43
0.9,0.8,0.6,1,0.8,0,0,100,65,74,0,9,0,25,44
1,0.8,0.6,1,0.8,0,0,100,74,74,0,0,0,26,44
0,0.9,0.6,1,0.8,0,0,100,0,67,0,67,0,24,44
0.1,0.9,0.6,1,0.8,0,0,100,8,70,0,62,0,24,47
0.2,0.9,0.6,1,0.8,0,0,100,14,73,0,59,0,19,37
0.3,0.9,0.6,1,0.8,0,0,100,23,73,0,50,0,22,50
0.4,0.9,0.6,1,0.8,0,0,100,30,71,0,41,0,21,39
0.5,0.9,0.6,1,0.8,0,0,100,52,82,0,30,0,16,46
0.6,0.9,0.6,1,0.8,0,0,100,51,73,0,22,0,24,44
0.7,0.9,0.6,1,0.8,0,0,100,50,80,0,30,0,18,44
0.8,0.9,0.6,1,0.8,0,0,100,60,76,0,16,0,23,39
0.9,0.9,0.6,1,0.8,0,0,100,74,87,0,13,0,13,50
1,0.9,0.6,1,0.8,0,0,100,80,80,0,0,0,20,46
0,1,0.6,1,0.8,0,0,100,0,81,0,81,0,19,56
0.1,1,0.6,1,0.8,0,0,100,10,78,0,68,0,22,42
0.2,1,0.6,1,0.8,0,0,100,16,82,0,66,0,18,45
0.3,1,0.6,1,0.8,0,0,100,23,83,0,60,0,17,41
0.4,1,0.6,1,0.8,0,0,100,31,80,0,49,0,20,52
0.5,1,0.6,1,0.8,0,0,100,36,78,0,42,0,22,50
0.6,1,0.6,1,0.8,0,0,100,47,72,0,25,0,28,42
0.7,1,0.6,1,0.8,0,0,100,59,82,0,23,0,18,44
0.8,1,0.6,1,0.8,0,0,100,58,87,0,29,0,13,50
0.9,1,0.6,1,0.8,0,0,100,67,80,0,13,0,20,49
1,1,0.6,1,0.8,0,0,100,81,81,0,0,0,19,41
0,0,0.7,1,0.8,0,0,100,0,0,0,0,0,16,0
0.1,0,0.7,1,0.8,0,0,100,6,6,0,0,0,18,3
0.2,0,0.7,1,0.8,0,0,100,12,12,0,0,0,25,9
0.3,0,0.7,1,0.8,0,0,100,20,20,0,0,0,27,12
0.4,0,0.7,1,0.8,0,0,100,44,44,0,0,0,16,35
0.5,0,0.7,1,0.8,0,0,100,46,46,0,0,0,20,32
0.6,0,0.7,1,0.8,0,0,100,40,40,0,0,0,19,27
0.7,0,0.7,1,0.8,0,0,100,57,57,0,0,0,23,38
0.8,0,0.7,1,0.8,0,0,100,55,55,0,0,0,21,45
0.9,0,0.7,1,0.8,0,0,100,71,71,0,0,0,21,50
1,0,0.7,1,0.8,0,0,100,83,83,0,0,0,17,52
0,0.1,0.7,1,0.8,0,0,100,0,12,0,12,0,18,9
0.1,0.1,0.7,1,0.8,0,0,100,9,14,0,5,0,16,9
0.2,0.1,0.7,1,0.8,0,0,100,15,21,0,6,0,17,14
0.3,0.1,0.7,1,0.8,0,0,100,22,29,0,7,0,16,19
0.4,0.1,0.7,1,0.8,0,0,100,28,35,0,7,0,18,21
0.5,0.1,0.7,1,0.8,0,0,100,32,38,0,6,0,19,31
0.6,0.1,0.7,1,0.8,0,0,100,47,51,0,4,0,23,36
0.7,0.1,0.7,1,0.8,0,0,100,58,60,0,2,0,21,43
0.8,0.1,0.7,1,0.8,0,0,100,68,72,0,4,0,8,43
0.9,0.1,0.7,1,0.8,0,0,100,77,78,0,1,0,21,57
1,0.1,0.7,1,0.8,0,0,100,76,76,0,0,0,24,48
0,0.2,0.7,1,0.8,0,0,100,0,18,0,18,0,19,12
0.1,0.2,0.7,1,0.8,0,0,100,5,21,0,16,0,21,12
0.2,0.2,0.7,1,0.8,0,0,100,18,26,0,8,0,16,19
0.3,0.2,0.7,1,0.8,0,0,100,24,35,0,11,0,23,27
0.4,0.2,0.7,1,0.8,0,0,100,22,28,0,6,0,24,20
0.5,0.2,0.7,1,0.8,0,0,100,35,40,0,5,0,24,30
0.6,0.2,0.7,1,0.8,0,0,100,49,54,0,5,0,17,42
0.7,0.2,0.7,1,0.8,0,0,100,54,62,0,8,0,17,46
0.8,0.2,0.7,1,0.8,0,0,100,66,66,0,0,0,19,42
0.9,0.2,0.7,1,0.8,0,0,100,78,80,0,2,0,17,57
1,0.2,0.7,1,0.8,0,0,100,79,79,0,0,0,21,53
0,0.3,0.7,1,0.8,0,0,100,0,19,0,19,0,21,12
0.1,0.3,0.7,1,0.8,0,0,100,10,34,0,24,0,21,20
0.2,0.3,0.7,1,0.8,0,0,100,12,31,0,19,0,19,25
0.3,0.3,0.7,1,0.8,0,0,100,28,39,0,11,0,18,29
0.4,0.3,0.7,1,0.8,0,0,100,30,43,0,13,0,25,26
0.5,0.3,0.7,1,0.8,0,0,100,38,51,0,13,0,22,37
0.6,0.3,0.7,1,0.8,0,0,100,43,61,0,18,0,16,46
0.7,0.3,0.7,1,0.8,0,0,100,65,71,0,6,0,15,48
0.8,0.3,0.7,1,0.8,0,0,100,56,63,0,7,0,21,46
0.9,0.3,0.7,1,0.8,0,0,100,65,67,0,2,0,28,42
1,0.3,0.7,1,0.8,0,0,100,80,80,0,0,0,20,53
0,0.4,0.7,1,0.8,0,0,100,0,28,0,28,0,25,20
0.1,0.4,0.7,1,0.8,0,0,100,7,42,0,35,0,15,31
0.2,0.4,0.7,1,0.8,0,0,100,15,38,0,23,0,19,27
0.3,0.4,0.7,1,0.8,0,0,100,18,41,0,23,0,25,30
0.4,0.4,0.7,1,0.8,0,0,100,37,63,0,26,0,19,37
0.5,0.4,0.7,1,0.8,0,0,100,39,55,0,16,0,22,40
0.6,0.4,0.7,1,0.8,0,0,100,47,56,0,9,0,23,39
0.7,0.4,0.7,1,0.8,0,0,100,56,66,0,10,0,15,52
0.8,0.4,0.7,1,0.8,0,0,100,60,70,0,10,0,17,42
0.9,0.4,0.7,1,0.8,0,0,100,73,77,0,4,0,22,59
1,0.4,0.7,1,0.8,0,0,100,87,87,0,0,0,13,59
0,0.5,0.7,1,0.8,0,0,100,0,45,0,45,0,17,35
0.1,0.5,0.7,1,0.8,0,0,100,6,47,0,41,0,16,38
0.2,0.5,0.7,1,0.8,0,0,100,17,41,0,24,0,19,29
0.3,0.5,0.7,1,0.8,0,0,100,25,53,0,28,0,18,36
0.4,0.5,0.7,1,0.8,0,0,100,33,55,0,22,0,26,43
0.5,0.5,0.7,1,0.8,0,0,100,38,59,0,21,0,20,42
0.6,0.5,0.7,1,0.8,0,0,100,44,67,0,23,0,19,49
0.7,0.5,0.7,1,0.8,0,0,100,46,60,0,14,0,30,39
0.8,0.5,0.7,1,0.8,0,0,100,69,80,0,11,0,11,48
0.9,0.5,0.7,1,0.8,0,0,100,66,70,0,4,0,25,47
1,0.5,0.7,1,0.8,0,0,100,71,71,0,0,0,29,51
0,0.6,0.7,1,0.8,0,0,100,0,53,0,53,0,19,39
0.1,0.6,0.7,1,0.8,0,0,100,4,44,0,40,0,25,28
0.2,0.6,0.7,1,0.8,0,0,100,17,65,0,48,0,15,49
0.3,0.6,0.7,1,0.8,0,0,100,23,55,0,32,0,19,41
0.4,0.6,0.7,1,0.8,0,0,100,37,67,0,30,0,12,41
0.5,0.6,0.7,1,0.8,0,0,100,43,65,0,22,0,19,45
0.6,0.6,0.7,1,0.8,0,0,100,50,69,0,19,0,17,45
0.7,0.6,0.7,1,0.8,0,0,100,58,71,0,13,0,20,48
0.8,0.6,0.7,1,0.8,0,0,100,54,66,0,12,0,26,46
0.9,0.6,0.7,1,0.8,0,0,100,75,78,0,3,0,20,54
1,0.6,0.7,1,0.8,0,0,100,75,75,0,0,0,25,50
0,0.7,0.7,1,0.8,0,0,100,0,46,0,46,0,26,28
0.1,0.7,0.7,1,0.8,0,0,100,3,53,0,50,0,22,40
0.2,0.7,0.7,1,0.8,0,0,100,23,67,0,44,0,17,46
0.3,0.7,0.7,1,0.8,0,0,100,29,67,0,38,0,18,51
0.4,0.7,0.7,1,0.8,0,0,100,32,69,0,37,0,13,47
0.5,0.7,0.7,1,0.8,0,0,100,36,60,0,24,0,29,42
0.6,0.7,0.7,1,0.8,0,0,100,42,72,0,30,0,21,47
0.7,0.7,0.7,1,0.8,0,0,100,59,72,0,13,0,22,55
0.8,0.7,0.7,1,0.8,0,0,100,69,75,0,6,0,17,47
0.9,0.7,0.7,1,0.8,0,0,100,69,79,0,10,0,17,52
1,0.7,0.7,1,0.8,0,0,100,89,89,0,0,0,11,59
0,0.8,0.7,1,0.8,0,0,100,0,68,0,68,0,20,47
0.1,0.8,0.7,1,0.8,0,0,100,5,62,0,57,0,24,41
0.2,0.8,0.7,1,0.8,0,0,100,21,68,0,47,0,23,41
0.3,0.8,0.7,1,0.8,0,0,100,18,64,0,46,0,25,45
0.4,0.8,0.7,1,0.8,0,0,100,40,70,0,30,0,21,54
0.5,0.8,0.7,1,0.8,0,0,100,46,79,0,33,0,14,52
0.6,0.8,0.7,1,0.8,0,0,100,52,78,0,26,0,18,54
0.7,0.8,0.7,1,0.8,0,0,100,53,74,0,21,0,21,52
0.8,0.8,0.7,1,0.8,0,0,100,64,78,0,14,0,18,56
0.9,0.8,0.7,1,0.8,0,0,100,71,79,0,8,0,17,56
1,0.8,0.7,1,0.8,0,0,100,81,81,0,0,0,19,54
0,0.9,0.7,1,0.8,0,0,100,0,71,0,71,0,21,47
0.1,0.9,0.7,1,0.8,0,0,100,8,72,0,64,0,23,51
0.2,0.9,0.7,1,0.8,0,0,100,20,76,0,56,0,18,55
0.3,0.9,0.7,1,0.8,0,0,100,21,71,0,50,0,20,44
0.4,0.9,0.7,1,0.8,0,0,100,30,70,0,40,0,25,47
0.5,0.9,0.7,1,0.8,0,0,100,42,78,0,36,0,19,60
0.6,0.9,0.7,1,0.8,0,0,100,48,77,0,29,0,21,48
0.7,0.9,0.7,1,0.8,0,0,100,50,74,0,24,0,25,57
0.8,0.9,0.7,1,0.8,0,0,100,57,79,0,22,0,21,54
0.9,0.9,0.7,1,0.8,0,0,100,68,77,0,9,0,21,59
1,0.9,0.7,1,0.8,0,0,100,84,84,0,0,0,16,57
0,1,0.7,1,0.8,0,0,100,0,80,0,80,0,20,50
0.1,1,0.7,1,0.8,0,0,100,10,83,0,73,0,17,60
0.2,1,0.7,1,0.8,0,0,100,19,78,0,59,0,22,53
0.3,1,0.7,1,0.8,0,0,100,20,78,0,58,0,22,47
0.4,1,0.7,1,0.8,0,0,100,34,71,0,37,0,29,51
0.5,1,0.7,1,0.8,0,0,100,39,85,0,46,0,15,60
0.6,1,0.7,1,0.8,0,0,100,38,74,0,36,0,26,52
0.7,1,0.7,1,0.8,0,0,100,57,82,0,25,0,18,60
0.8,1,0.7,1,0.8,0,0,100,67,85,0,18,0,15,61
0.9,1,0.7,1,0.8,0,0,100,69,76,0,7,0,24,45
1,1,0.7,1,0.8,0,0,100,77,77,0,0,0,23,50
0,0,0.8,1,0.8,0,0,100,0,0,0,0,0,20,0
0.1,0,0.8,1,0.8,0,0,100,8,8,0,0,0,25,7
0.2,0,0.8,1,0.8,0,0,100,17,17,0,0,0,25,15
0.3,0,0.8,1,0.8,0,0,100,33,33,0,0,0,19,24
0.4,0,0.8,1,0.8,0,0,100,35,35,0,0,0,18,25
0.5,0,0.8,1,0.8,0,0,100,34,34,0,0,0,21,25
0.6,0,0.8,1,0.8,0,0,100,47,47,0,0,0,20,39
0.7,0,0.8,1,0.8,0,0,100,54,54,0,0,0,28,43
0.8,0,0.8,1,0.8,0,0,100,61,61,0,0,0,22,49
0.9,0,0.8,1,0.8,0,0,100,80,80,0,0,0,11,66
1,0,0.8,1,0.8,0,0,100,79,79,0,0,0,21,68
