"prob.shore","prob.ship","prob.est","nstops","prob.surv","prob.det","prob.sdet","containers","shore","shorestop","rmshore","transfer","rmtrans","dieroute","establish"
0.5,0.5,0.5,8,0.9,0.2,0.2,100,52,113,10,32,6,17,30
0.5,0.5,0.5,9,0.9,0.2,0.2,100,58,106,9,24,4,28,30
0.5,0.5,0.5,10,0.9,0.2,0.2,100,57,106,11,33,8,16,36
0.5,0.5,0.5,1,0.9,0.4,0.2,100,45,72,19,27,9,7,28
0.5,0.5,0.5,2,0.9,0.4,0.2,100,63,102,25,24,7,13,24
0.5,0.5,0.5,3,0.9,0.4,0.2,100,54,109,14,36,8,13,35
0.5,0.5,0.5,4,0.9,0.4,0.2,100,66,112,30,21,4,15,28
0.5,0.5,0.5,5,0.9,0.4,0.2,100,56,124,22,34,6,15,34
0.5,0.5,0.5,6,0.9,0.4,0.2,100,56,110,25,31,8,14,33
0.5,0.5,0.5,7,0.9,0.4,0.2,100,61,110,25,22,2,19,29
0.5,0.5,0.5,8,0.9,0.4,0.2,100,54,106,17,29,3,22,32
0.5,0.5,0.5,9,0.9,0.4,0.2,100,46,104,17,36,6,23,34
0.5,0.5,0.5,10,0.9,0.4,0.2,100,53,111,27,34,5,14,27
0.5,0.5,0.5,1,0.9,0.6,0.2,100,45,65,26,20,6,6,17
0.5,0.5,0.5,2,0.9,0.6,0.2,100,57,104,34,29,9,10,17
0.5,0.5,0.5,3,0.9,0.6,0.2,100,63,108,27,23,5,15,28
0.5,0.5,0.5,4,0.9,0.6,0.2,100,54,97,35,32,3,16,18
0.5,0.5,0.5,5,0.9,0.6,0.2,100,63,127,34,30,0,8,30
0.5,0.5,0.5,6,0.9,0.6,0.2,100,50,109,32,35,6,20,25
0.5,0.5,0.5,7,0.9,0.6,0.2,100,57,119,31,31,4,15,24
0.5,0.5,0.5,8,0.9,0.6,0.2,100,62,117,40,32,5,9,19
0.5,0.5,0.5,9,0.9,0.6,0.2,100,63,108,41,25,5,14,17
0.5,0.5,0.5,10,0.9,0.6,0.2,100,57,109,40,30,5,17,17
0.5,0.5,0.5,1,0.9,0.8,0.2,100,38,66,32,28,6,8,10
0.5,0.5,0.5,2,0.9,0.8,0.2,100,58,104,47,26,5,12,12
0.5,0.5,0.5,3,0.9,0.8,0.2,100,59,120,50,31,8,12,10
0.5,0.5,0.5,4,0.9,0.8,0.2,100,60,107,49,23,9,21,12
0.5,0.5,0.5,5,0.9,0.8,0.2,100,58,103,49,30,9,14,14
0.5,0.5,0.5,6,0.9,0.8,0.2,100,60,104,52,21,3,27,11
0.5,0.5,0.5,7,0.9,0.8,0.2,100,63,121,49,27,8,11,18
0.5,0.5,0.5,8,0.9,0.8,0.2,100,66,111,53,27,4,8,21
0.5,0.5,0.5,9,0.9,0.8,0.2,100,61,125,49,31,5,8,21
0.5,0.5,0.5,10,0.9,0.8,0.2,100,62,105,46,23,6,16,16
0.5,0.5,0.5,1,0.9,1,0.2,100,44,66,44,22,4,7,7
0.5,0.5,0.5,2,0.9,1,0.2,100,50,98,50,32,5,17,13
0.5,0.5,0.5,3,0.9,1,0.2,100,52,99,52,27,4,24,10
0.5,0.5,0.5,4,0.9,1,0.2,100,59,108,59,26,7,21,16
0.5,0.5,0.5,5,0.9,1,0.2,100,64,115,64,27,2,10,11
0.5,0.5,0.5,6,0.9,1,0.2,100,62,125,62,31,9,10,13
0.5,0.5,0.5,7,0.9,1,0.2,100,60,111,60,30,5,12,11
0.5,0.5,0.5,8,0.9,1,0.2,100,53,107,53,36,11,12,15
0.5,0.5,0.5,9,0.9,1,0.2,100,57,120,57,33,6,13,12
0.5,0.5,0.5,10,0.9,1,0.2,100,71,112,71,18,7,15,7
0.5,0.5,0.5,1,0.9,0,0.4,100,45,70,0,25,8,14,37
0.5,0.5,0.5,2,0.9,0,0.4,100,57,97,0,26,14,15,32
0.5,0.5,0.5,3,0.9,0,0.4,100,54,102,0,29,9,18,36
0.5,0.5,0.5,4,0.9,0,0.4,100,65,130,0,27,10,11,40
0.5,0.5,0.5,5,0.9,0,0.4,100,57,110,0,31,9,13,43
0.5,0.5,0.5,6,0.9,0,0.4,100,56,122,0,37,17,8,37
0.5,0.5,0.5,7,0.9,0,0.4,100,58,113,0,32,20,14,44
0.5,0.5,0.5,8,0.9,0,0.4,100,54,109,0,26,10,26,34
0.5,0.5,0.5,9,0.9,0,0.4,100,59,119,0,28,9,19,42
0.5,0.5,0.5,10,0.9,0,0.4,100,62,119,0,26,7,17,46
0.5,0.5,0.5,1,0.9,0.2,0.4,100,35,67,9,32,16,8,20
0.5,0.5,0.5,2,0.9,0.2,0.4,100,51,99,11,30,10,15,29
0.5,0.5,0.5,3,0.9,0.2,0.4,100,58,118,9,30,15,13,30
0.5,0.5,0.5,4,0.9,0.2,0.4,100,62,105,13,26,11,16,27
0.5,0.5,0.5,5,0.9,0.2,0.4,100,63,115,11,23,10,19,30
0.5,0.5,0.5,6,0.9,0.2,0.4,100,58,99,11,26,9,22,30
0.5,0.5,0.5,7,0.9,0.2,0.4,100,58,114,11,28,9,19,35
0.5,0.5,0.5,8,0.9,0.2,0.4,100,49,105,8,35,15,19,28
0.5,0.5,0.5,9,0.9,0.2,0.4,100,57,116,15,32,17,14,33
0.5,0.5,0.5,10,0.9,0.2,0.4,100,53,115,10,36,13,12,38
0.5,0.5,0.5,1,0.9,0.4,0.4,100,47,68,22,21,11,8,19
0.5,0.5,0.5,2,0.9,0.4,0.4,100,48,89,19,32,12,18,30
0.5,0.5,0.5,3,0.9,0.4,0.4,100,67,111,29,23,10,14,26
0.5,0.5,0.5,4,0.9,0.4,0.4,100,54,91,22,19,8,33,18
0.5,0.5,0.5,5,0.9,0.4,0.4,100,53,110,19,33,11,16,30
0.5,0.5,0.5,6,0.9,0.4,0.4,100,59,114,24,30,15,13,25
0.5,0.5,0.5,7,0.9,0.4,0.4,100,51,108,25,40,20,10,24
0.5,0.5,0.5,8,0.9,0.4,0.4,100,65,121,25,21,10,15,27
0.5,0.5,0.5,9,0.9,0.4,0.4,100,55,107,26,34,14,15,19
0.5,0.5,0.5,10,0.9,0.4,0.4,100,57,115,25,28,12,23,25
0.5,0.5,0.5,1,0.9,0.6,0.4,100,44,68,22,24,7,8,11
0.5,0.5,0.5,2,0.9,0.6,0.4,100,55,102,30,32,9,10,24
0.5,0.5,0.5,3,0.9,0.6,0.4,100,58,114,39,32,13,13,15
0.5,0.5,0.5,4,0.9,0.6,0.4,100,57,100,35,27,9,17,17
0.5,0.5,0.5,5,0.9,0.6,0.4,100,55,106,34,30,10,27,22
0.5,0.5,0.5,6,0.9,0.6,0.4,100,56,109,30,30,13,17,23
0.5,0.5,0.5,7,0.9,0.6,0.4,100,61,109,37,21,9,20,19
0.5,0.5,0.5,8,0.9,0.6,0.4,100,53,104,27,34,13,16,25
0.5,0.5,0.5,9,0.9,0.6,0.4,100,56,105,41,31,13,13,14
0.5,0.5,0.5,10,0.9,0.6,0.4,100,59,120,35,28,12,18,21
0.5,0.5,0.5,1,0.9,0.8,0.4,100,33,64,28,31,10,12,17
0.5,0.5,0.5,2,0.9,0.8,0.4,100,52,91,43,28,12,12,13
0.5,0.5,0.5,3,0.9,0.8,0.4,100,55,108,43,32,13,10,10
0.5,0.5,0.5,4,0.9,0.8,0.4,100,50,108,37,31,8,22,19
0.5,0.5,0.5,5,0.9,0.8,0.4,100,51,102,42,34,12,20,19
0.5,0.5,0.5,6,0.9,0.8,0.4,100,58,118,44,29,14,14,15
0.5,0.5,0.5,7,0.9,0.8,0.4,100,57,102,47,26,16,22,9
0.5,0.5,0.5,8,0.9,0.8,0.4,100,56,103,41,28,9,23,20
0.5,0.5,0.5,9,0.9,0.8,0.4,100,55,112,48,33,10,14,17
0.5,0.5,0.5,10,0.9,0.8,0.4,100,60,116,48,30,13,13,13
0.5,0.5,0.5,1,0.9,1,0.4,100,46,65,46,19,8,13,5
0.5,0.5,0.5,2,0.9,1,0.4,100,58,109,58,33,13,7,7
0.5,0.5,0.5,3,0.9,1,0.4,100,58,105,58,28,7,16,14
0.5,0.5,0.5,4,0.9,1,0.4,100,57,110,57,30,12,17,8
0.5,0.5,0.5,5,0.9,1,0.4,100,65,112,65,23,9,13,6
0.5,0.5,0.5,6,0.9,1,0.4,100,54,114,54,33,13,19,14
0.5,0.5,0.5,7,0.9,1,0.4,100,54,101,54,28,12,22,6
0.5,0.5,0.5,8,0.9,1,0.4,100,60,117,60,32,12,11,9
0.5,0.5,0.5,9,0.9,1,0.4,100,61,114,61,29,11,15,6
0.5,0.5,0.5,10,0.9,1,0.4,100,64,136,64,29,10,8,8
0.5,0.5,0.5,1,0.9,0,0.6,100,40,67,0,27,17,12,32
0.5,0.5,0.5,2,0.9,0,0.6,100,59,101,0,27,15,8,35
0.5,0.5,0.5,3,0.9,0,0.6,100,55,111,0,28,16,19,33
0.5,0.5,0.5,4,0.9,0,0.6,100,55,104,0,29,13,22,27
0.5,0.5,0.5,5,0.9,0,0.6,100,50,111,0,38,19,13,39
0.5,0.5,0.5,6,0.9,0,0.6,100,63,123,0,31,16,8,41
0.5,0.5,0.5,7,0.9,0,0.6,100,60,112,0,26,16,17,37
0.5,0.5,0.5,8,0.9,0,0.6,100,57,112,0,25,13,24,38
0.5,0.5,0.5,9,0.9,0,0.6,100,55,118,0,32,20,15,31
0.5,0.5,0.5,10,0.9,0,0.6,100,54,114,0,30,15,19,35
0.5,0.5,0.5,1,0.9,0.2,0.6,100,47,67,7,20,14,11,22
0.5,0.5,0.5,2,0.9,0.2,0.6,100,56,98,16,28,17,15,26
0.5,0.5,0.5,3,0.9,0.2,0.6,100,61,126,9,33,18,7,29
0.5,0.5,0.5,4,0.9,0.2,0.6,100,53,99,14,28,19,27,26
0.5,0.5,0.5,5,0.9,0.2,0.6,100,61,113,11,29,18,11,30
0.5,0.5,0.5,6,0.9,0.2,0.6,100,57,113,11,27,21,21,21
0.5,0.5,0.5,7,0.9,0.2,0.6,100,64,103,15,22,12,20,31
0.5,0.5,0.5,8,0.9,0.2,0.6,100,61,104,15,27,18,15,26
0.5,0.5,0.5,9,0.9,0.2,0.6,100,59,113,21,28,17,24,31
0.5,0.5,0.5,10,0.9,0.2,0.6,100,58,105,19,26,14,20,19
0.5,0.5,0.5,1,0.9,0.4,0.6,100,43,66,16,23,12,14,19
0.5,0.5,0.5,2,0.9,0.4,0.6,100,46,87,21,29,21,22,19
0.5,0.5,0.5,3,0.9,0.4,0.6,100,54,107,20,34,20,13,27
0.5,0.5,0.5,4,0.9,0.4,0.6,100,64,110,24,23,16,14,24
0.5,0.5,0.5,5,0.9,0.4,0.6,100,63,121,19,24,14,17,28
0.5,0.5,0.5,6,0.9,0.4,0.6,100,53,114,26,30,16,22,18
0.5,0.5,0.5,7,0.9,0.4,0.6,100,58,113,27,28,19,18,18
0.5,0.5,0.5,8,0.9,0.4,0.6,100,54,109,20,28,16,28,25
0.5,0.5,0.5,9,0.9,0.4,0.6,100,70,117,22,21,13,13,29
0.5,0.5,0.5,10,0.9,0.4,0.6,100,56,109,22,28,10,19,27
0.5,0.5,0.5,1,0.9,0.6,0.6,100,43,66,27,23,16,10,13
0.5,0.5,0.5,2,0.9,0.6,0.6,100,58,108,26,31,20,6,21
0.5,0.5,0.5,3,0.9,0.6,0.6,100,56,104,33,30,23,14,19
0.5,0.5,0.5,4,0.9,0.6,0.6,100,57,116,33,26,18,21,11
0.5,0.5,0.5,5,0.9,0.6,0.6,100,55,89,22,21,12,30,20
0.5,0.5,0.5,6,0.9,0.6,0.6,100,52,98,33,34,18,16,16
0.5,0.5,0.5,7,0.9,0.6,0.6,100,60,126,39,32,22,13,16
0.5,0.5,0.5,8,0.9,0.6,0.6,100,63,110,34,26,20,19,21
0.5,0.5,0.5,9,0.9,0.6,0.6,100,46,112,29,39,22,18,15
0.5,0.5,0.5,10,0.9,0.6,0.6,100,65,121,41,27,17,10,15
0.5,0.5,0.5,1,0.9,0.8,0.6,100,46,73,37,27,17,7,8
0.5,0.5,0.5,2,0.9,0.8,0.6,100,60,99,49,22,11,16,13
0.5,0.5,0.5,3,0.9,0.8,0.6,100,59,107,47,29,17,13,10
0.5,0.5,0.5,4,0.9,0.8,0.6,100,56,97,43,28,17,17,13
0.5,0.5,0.5,5,0.9,0.8,0.6,100,60,115,46,26,17,21,12
0.5,0.5,0.5,6,0.9,0.8,0.6,100,57,111,42,34,22,12,16
0.5,0.5,0.5,7,0.9,0.8,0.6,100,56,109,50,30,22,16,7
0.5,0.5,0.5,8,0.9,0.8,0.6,100,48,101,38,36,21,18,13
0.5,0.5,0.5,9,0.9,0.8,0.6,100,65,125,51,29,20,6,12
0.5,0.5,0.5,10,0.9,0.8,0.6,100,51,112,41,34,17,17,15
0.5,0.5,0.5,1,0.9,1,0.6,100,49,72,49,23,13,9,4
0.5,0.5,0.5,2,0.9,1,0.6,100,59,98,59,21,12,18,5
0.5,0.5,0.5,3,0.9,1,0.6,100,55,118,55,38,23,8,10
0.5,0.5,0.5,4,0.9,1,0.6,100,58,115,58,29,18,18,8
0.5,0.5,0.5,5,0.9,1,0.6,100,62,113,62,29,14,16,4
0.5,0.5,0.5,6,0.9,1,0.6,100,60,112,60,31,17,15,7
0.5,0.5,0.5,7,0.9,1,0.6,100,59,117,59,32,26,11,3
0.5,0.5,0.5,8,0.9,1,0.6,100,54,113,54,34,19,15,8
0.5,0.5,0.5,9,0.9,1,0.6,100,58,120,58,35,18,8,9
0.5,0.5,0.5,10,0.9,1,0.6,100,55,122,55,31,18,20,7
0.5,0.5,0.5,1,0.9,0,0.8,100,46,64,0,18,17,11,22
0.5,0.5,0.5,2,0.9,0,0.8,100,50,94,0,32,25,14,28
0.5,0.5,0.5,3,0.9,0,0.8,100,56,98,0,29,23,19,39
0.5,0.5,0.5,4,0.9,0,0.8,100,53,116,0,37,33,13,30
0.5,0.5,0.5,5,0.9,0,0.8,100,60,126,0,31,24,13,32
0.5,0.5,0.5,6,0.9,0,0.8,100,54,111,0,37,28,13,30
0.5,0.5,0.5,7,0.9,0,0.8,100,59,128,0,30,19,14,36
0.5,0.5,0.5,8,0.9,0,0.8,100,62,102,0,24,19,15,31
0.5,0.5,0.5,9,0.9,0,0.8,100,71,115,0,22,18,11,33
0.5,0.5,0.5,10,0.9,0,0.8,100,53,110,0,32,25,23,35
0.5,0.5,0.5,1,0.9,0.2,0.8,100,49,64,12,15,12,6,20
0.5,0.5,0.5,2,0.9,0.2,0.8,100,57,94,5,25,22,14,29
0.5,0.5,0.5,3,0.9,0.2,0.8,100,60,110,9,31,29,10,33
0.5,0.5,0.5,4,0.9,0.2,0.8,100,54,98,10,29,27,22,21
0.5,0.5,0.5,5,0.9,0.2,0.8,100,62,115,10,30,23,11,35
0.5,0.5,0.5,6,0.9,0.2,0.8,100,58,103,8,28,23,15,26
0.5,0.5,0.5,7,0.9,0.2,0.8,100,54,107,7,29,26,25,29
0.5,0.5,0.5,8,0.9,0.2,0.8,100,57,107,11,31,29,20,25
0.5,0.5,0.5,9,0.9,0.2,0.8,100,52,105,12,27,23,36,21
0.5,0.5,0.5,10,0.9,0.2,0.8,100,53,106,8,31,21,23,26
0.5,0.5,0.5,1,0.9,0.4,0.8,100,45,67,24,22,19,9,12
0.5,0.5,0.5,2,0.9,0.4,0.8,100,62,101,24,23,18,11,21
0.5,0.5,0.5,3,0.9,0.4,0.8,100,52,104,20,36,27,12,25
0.5,0.5,0.5,4,0.9,0.4,0.8,100,56,110,23,24,20,28,22
0.5,0.5,0.5,5,0.9,0.4,0.8,100,62,110,20,26,20,14,22
0.5,0.5,0.5,6,0.9,0.4,0.8,100,53,112,21,34,28,21,19
0.5,0.5,0.5,7,0.9,0.4,0.8,100,59,108,23,27,20,18,26
0.5,0.5,0.5,8,0.9,0.4,0.8,100,54,106,19,29,25,18,17
0.5,0.5,0.5,9,0.9,0.4,0.8,100,62,109,26,25,18,16,23
0.5,0.5,0.5,10,0.9,0.4,0.8,100,60,111,26,31,25,11,23
0.5,0.5,0.5,1,0.9,0.6,0.8,100,48,65,30,17,14,15,11
0.5,0.5,0.5,2,0.9,0.6,0.8,100,52,102,25,31,23,13,20
0.5,0.5,0.5,3,0.9,0.6,0.8,100,63,101,40,24,19,13,18
0.5,0.5,0.5,4,0.9,0.6,0.8,100,55,109,31,32,26,14,14
0.5,0.5,0.5,5,0.9,0.6,0.8,100,58,105,36,27,24,19,15
0.5,0.5,0.5,6,0.9,0.6,0.8,100,60,110,39,28,22,15,11
0.5,0.5,0.5,7,0.9,0.6,0.8,100,59,111,34,28,23,16,17
0.5,0.5,0.5,8,0.9,0.6,0.8,100,58,120,34,26,23,21,13
0.5,0.5,0.5,9,0.9,0.6,0.8,100,58,125,44,31,27,13,7
0.5,0.5,0.5,10,0.9,0.6,0.8,100,47,105,29,36,27,22,13
0.5,0.5,0.5,1,0.9,0.8,0.8,100,49,71,41,22,20,7,6
0.5,0.5,0.5,2,0.9,0.8,0.8,100,55,91,45,24,18,17,10
0.5,0.5,0.5,3,0.9,0.8,0.8,100,56,97,46,22,17,22,6
0.5,0.5,0.5,4,0.9,0.8,0.8,100,51,111,40,32,25,20,9
0.5,0.5,0.5,5,0.9,0.8,0.8,100,53,111,44,34,27,14,6
0.5,0.5,0.5,6,0.9,0.8,0.8,100,61,121,51,30,28,11,5
0.5,0.5,0.5,7,0.9,0.8,0.8,100,59,115,43,29,21,18,9
0.5,0.5,0.5,8,0.9,0.8,0.8,100,60,109,50,27,21,14,7
0.5,0.5,0.5,9,0.9,0.8,0.8,100,59,117,47,29,26,19,8
0.5,0.5,0.5,10,0.9,0.8,0.8,100,54,111,48,31,23,21,4
0.5,0.5,0.5,1,0.9,1,0.8,100,34,62,34,28,18,11,4
0.5,0.5,0.5,2,0.9,1,0.8,100,54,99,54,27,23,14,3
0.5,0.5,0.5,3,0.9,1,0.8,100,67,109,67,22,16,12,3
0.5,0.5,0.5,4,0.9,1,0.8,100,65,125,65,26,16,11,5
0.5,0.5,0.5,5,0.9,1,0.8,100,53,109,53,35,23,17,7
0.5,0.5,0.5,6,0.9,1,0.8,100,65,117,65,23,17,15,3
0.5,0.5,0.5,7,0.9,1,0.8,100,59,118,59,27,22,22,0
0.5,0.5,0.5,8,0.9,1,0.8,100,52,113,52,31,27,23,2
0.5,0.5,0.5,9,0.9,1,0.8,100,60,126,60,28,22,17,2
0.5,0.5,0.5,10,0.9,1,0.8,100,54,108,54,32,26,17,4
0.5,0.5,0.5,1,0.9,0,1,100,47,71,0,24,24,7,29
0.5,0.5,0.5,2,0.9,0,1,100,57,96,0,27,27,14,27
0.5,0.5,0.5,3,0.9,0,1,100,59,110,0,31,31,10,33
0.5,0.5,0.5,4,0.9,0,1,100,47,106,0,37,37,17,24
0.5,0.5,0.5,5,0.9,0,1,100,57,106,0,31,31,15,29
0.5,0.5,0.5,6,0.9,0,1,100,58,123,0,33,33,12,26
0.5,0.5,0.5,7,0.9,0,1,100,66,122,0,24,24,13,30
0.5,0.5,0.5,8,0.9,0,1,100,58,113,0,30,30,14,33
0.5,0.5,0.5,9,0.9,0,1,100,58,112,0,29,29,16,27
0.5,0.5,0.5,10,0.9,0,1,100,55,111,0,31,31,17,32
0.5,0.5,0.5,1,0.9,0.2,1,100,46,64,4,18,18,12,24
0.5,0.5,0.5,2,0.9,0.2,1,100,54,92,7,20,20,24,26
0.5,0.5,0.5,3,0.9,0.2,1,100,60,106,13,25,25,18,28
0.5,0.5,0.5,4,0.9,0.2,1,100,60,116,12,29,29,14,24
0.5,0.5,0.5,5,0.9,0.2,1,100,56,98,8,27,27,22,28
0.5,0.5,0.5,6,0.9,0.2,1,100,74,108,29,16,16,11,28
0.5,0.5,0.5,7,0.9,0.2,1,100,61,112,12,31,31,8,23
0.5,0.5,0.5,8,0.9,0.2,1,100,63,123,20,27,27,10,19
0.5,0.5,0.5,9,0.9,0.2,1,100,59,116,10,31,31,13,25
0.5,0.5,0.5,10,0.9,0.2,1,100,57,99,18,29,29,16,18
0.5,0.5,0.5,1,0.9,0.4,1,100,46,64,16,18,18,20,17
0.5,0.5,0.5,2,0.9,0.4,1,100,58,93,22,23,23,14,17
0.5,0.5,0.5,3,0.9,0.4,1,100,51,99,19,34,34,14,16
0.5,0.5,0.5,4,0.9,0.4,1,100,67,112,32,21,21,14,17
0.5,0.5,0.5,5,0.9,0.4,1,100,55,102,21,28,28,22,18
0.5,0.5,0.5,6,0.9,0.4,1,100,54,110,23,30,30,20,12
0.5,0.5,0.5,7,0.9,0.4,1,100,60,109,32,26,26,20,14
0.5,0.5,0.5,8,0.9,0.4,1,100,59,123,21,34,34,7,19
0.5,0.5,0.5,9,0.9,0.4,1,100,56,102,23,30,30,20,16
0.5,0.5,0.5,10,0.9,0.4,1,100,56,118,22,34,34,12,16
0.5,0.5,0.5,1,0.9,0.6,1,100,52,71,27,19,19,13,5
0.5,0.5,0.5,2,0.9,0.6,1,100,64,105,38,21,21,12,8
0.5,0.5,0.5,3,0.9,0.6,1,100,52,107,31,34,34,18,9
0.5,0.5,0.5,4,0.9,0.6,1,100,61,119,32,27,27,14,16
0.5,0.5,0.5,5,0.9,0.6,1,100,55,109,30,28,28,19,10
0.5,0.5,0.5,6,0.9,0.6,1,100,67,119,40,20,20,16,13
0.5,0.5,0.5,7,0.9,0.6,1,100,61,111,36,28,28,14,7
0.5,0.5,0.5,8,0.9,0.6,1,100,54,116,34,37,37,11,13
0.5,0.5,0.5,9,0.9,0.6,1,100,53,98,35,28,28,25,8
