"prob.shore","prob.ship","prob.est","nstops","prob.surv","onshore","onship","containers","shore","shorestopM","shorestopSD","rmshoreS","rmshoreM","rmshoreSD","transferS","transferM","transferSD","rmtransS","rmtransM","rmtransSD","dierouteS","dierouteM","dierouteSD","establishS","establishM","establishSD"
0.5,1,0.5,9,0.9,1,0,100,48,0.9,0.301511344577764,48,0.48,0.502116731568678,42,0.42,0.496044963748858,0,0,0,10,0.1,0.301511344577764,21,0.21,0.409360180740332
0.5,1,0.5,10,0.9,1,0,100,53,0.9,0.301511344577764,53,0.53,0.501613558046592,37,0.37,0.48523658709391,0,0,0,10,0.1,0.301511344577764,14,0.14,0.348735088019777
0.5,1,0.5,1,0.9,0,0.2,100,53,0.91,0.287623491264661,0,0,0,38,0.38,0.487831731214563,8,0.08,0.272659924344291,9,0.09,0.287623491264661,33,0.33,0.472581562625261
0.5,1,0.5,2,0.9,0,0.2,100,49,0.88,0.32659863237109,0,0,0,39,0.39,0.490207130000197,6,0.06,0.238683256575942,12,0.12,0.32659863237109,33,0.33,0.472581562625261
0.5,1,0.5,3,0.9,0,0.2,100,48,0.88,0.32659863237109,0,0,0,40,0.4,0.492365963917331,12,0.12,0.32659863237109,12,0.12,0.32659863237109,45,0.45,0.5
0.5,1,0.5,4,0.9,0,0.2,100,46,0.94,0.238683256575942,0,0,0,48,0.48,0.502116731568678,10,0.1,0.301511344577764,6,0.06,0.238683256575942,42,0.42,0.496044963748858
0.5,1,0.5,5,0.9,0,0.2,100,49,0.92,0.272659924344291,0,0,0,43,0.43,0.497569851956243,4,0.04,0.196946385566932,8,0.08,0.272659924344291,53,0.53,0.501613558046592
0.5,1,0.5,6,0.9,0,0.2,100,52,0.93,0.256432399976243,0,0,0,41,0.41,0.49431107042371,8,0.08,0.272659924344291,7,0.07,0.256432399976243,49,0.49,0.502418393795691
0.5,1,0.5,7,0.9,0,0.2,100,40,0.89,0.31446603773522,0,0,0,49,0.49,0.502418393795691,7,0.07,0.256432399976243,11,0.11,0.31446603773522,39,0.39,0.490207130000197
0.5,1,0.5,8,0.9,0,0.2,100,48,0.89,0.31446603773522,0,0,0,41,0.41,0.49431107042371,8,0.08,0.272659924344291,11,0.11,0.31446603773522,37,0.37,0.48523658709391
0.5,1,0.5,9,0.9,0,0.2,100,52,0.94,0.238683256575942,0,0,0,42,0.42,0.496044963748858,9,0.09,0.287623491264661,6,0.06,0.238683256575942,40,0.4,0.492365963917331
0.5,1,0.5,10,0.9,0,0.2,100,54,0.94,0.238683256575942,0,0,0,40,0.4,0.492365963917331,7,0.07,0.256432399976243,6,0.06,0.238683256575942,40,0.4,0.492365963917331
0.5,1,0.5,1,0.9,0.2,0.2,100,39,0.86,0.348735088019777,6,0.06,0.238683256575942,47,0.47,0.501613558046592,8,0.08,0.272659924344291,14,0.14,0.348735088019777,34,0.34,0.476095228569523
0.5,1,0.5,2,0.9,0.2,0.2,100,44,0.88,0.32659863237109,10,0.1,0.301511344577764,44,0.44,0.498887651569859,9,0.09,0.287623491264661,12,0.12,0.32659863237109,37,0.37,0.48523658709391
0.5,1,0.5,3,0.9,0.2,0.2,100,39,0.88,0.32659863237109,9,0.09,0.287623491264661,49,0.49,0.502418393795691,7,0.07,0.256432399976243,12,0.12,0.32659863237109,34,0.34,0.476095228569523
0.5,1,0.5,4,0.9,0.2,0.2,100,40,0.89,0.31446603773522,12,0.12,0.32659863237109,49,0.49,0.502418393795691,9,0.09,0.287623491264661,11,0.11,0.31446603773522,30,0.3,0.460566186471838
0.5,1,0.5,5,0.9,0.2,0.2,100,44,0.9,0.301511344577764,6,0.06,0.238683256575942,46,0.46,0.500908265962033,11,0.11,0.31446603773522,10,0.1,0.301511344577764,41,0.41,0.49431107042371
0.5,1,0.5,6,0.9,0.2,0.2,100,52,0.87,0.337997668989631,14,0.14,0.348735088019777,35,0.35,0.479372485441102,6,0.06,0.238683256575942,13,0.13,0.337997668989631,40,0.4,0.492365963917331
0.5,1,0.5,7,0.9,0.2,0.2,100,44,0.95,0.21904291355759,10,0.1,0.301511344577764,51,0.51,0.502418393795691,8,0.08,0.272659924344291,5,0.05,0.21904291355759,39,0.39,0.490207130000197
0.5,1,0.5,8,0.9,0.2,0.2,100,46,0.87,0.337997668989631,9,0.09,0.287623491264661,41,0.41,0.49431107042371,10,0.1,0.301511344577764,13,0.13,0.337997668989631,34,0.34,0.476095228569523
0.5,1,0.5,9,0.9,0.2,0.2,100,40,0.96,0.196946385566932,7,0.07,0.256432399976243,56,0.56,0.498887651569859,19,0.19,0.394277244403663,4,0.04,0.196946385566932,32,0.32,0.468826172262151
0.5,1,0.5,10,0.9,0.2,0.2,100,42,0.82,0.386122919665369,8,0.08,0.272659924344291,40,0.4,0.492365963917331,5,0.05,0.21904291355759,18,0.18,0.386122919665369,33,0.33,0.472581562625261
0.5,1,0.5,1,0.9,0.4,0.2,100,37,0.88,0.32659863237109,22,0.22,0.416333199893227,51,0.51,0.502418393795691,13,0.13,0.337997668989631,12,0.12,0.32659863237109,21,0.21,0.409360180740332
0.5,1,0.5,2,0.9,0.4,0.2,100,40,0.88,0.32659863237109,19,0.19,0.394277244403663,48,0.48,0.502116731568678,9,0.09,0.287623491264661,12,0.12,0.32659863237109,37,0.37,0.48523658709391
0.5,1,0.5,3,0.9,0.4,0.2,100,52,0.91,0.287623491264661,22,0.22,0.416333199893227,39,0.39,0.490207130000197,7,0.07,0.256432399976243,9,0.09,0.287623491264661,30,0.3,0.460566186471838
0.5,1,0.5,4,0.9,0.4,0.2,100,47,0.9,0.301511344577764,18,0.18,0.386122919665369,43,0.43,0.497569851956243,8,0.08,0.272659924344291,10,0.1,0.301511344577764,31,0.31,0.464823198711732
0.5,1,0.5,5,0.9,0.4,0.2,100,48,0.91,0.287623491264661,19,0.19,0.394277244403663,43,0.43,0.497569851956243,12,0.12,0.32659863237109,9,0.09,0.287623491264661,31,0.31,0.464823198711732
0.5,1,0.5,6,0.9,0.4,0.2,100,41,0.88,0.32659863237109,12,0.12,0.32659863237109,47,0.47,0.501613558046592,7,0.07,0.256432399976243,12,0.12,0.32659863237109,39,0.39,0.490207130000197
0.5,1,0.5,7,0.9,0.4,0.2,100,44,0.84,0.368452949177471,21,0.21,0.409360180740332,40,0.4,0.492365963917331,12,0.12,0.32659863237109,16,0.16,0.368452949177471,27,0.27,0.446196043338474
0.5,1,0.5,8,0.9,0.4,0.2,100,47,0.82,0.386122919665369,16,0.16,0.368452949177471,35,0.35,0.479372485441102,6,0.06,0.238683256575942,18,0.18,0.386122919665369,39,0.39,0.490207130000197
0.5,1,0.5,9,0.9,0.4,0.2,100,50,0.94,0.238683256575942,17,0.17,0.377525168068637,44,0.44,0.498887651569859,8,0.08,0.272659924344291,6,0.06,0.238683256575942,32,0.32,0.468826172262151
0.5,1,0.5,10,0.9,0.4,0.2,100,49,0.91,0.287623491264661,21,0.21,0.409360180740332,42,0.42,0.496044963748858,4,0.04,0.196946385566932,9,0.09,0.287623491264661,33,0.33,0.472581562625261
0.5,1,0.5,1,0.9,0.6,0.2,100,48,0.95,0.21904291355759,35,0.35,0.479372485441102,47,0.47,0.501613558046592,9,0.09,0.287623491264661,5,0.05,0.21904291355759,27,0.27,0.446196043338474
0.5,1,0.5,2,0.9,0.6,0.2,100,46,0.92,0.272659924344291,25,0.25,0.435194139889245,46,0.46,0.500908265962033,8,0.08,0.272659924344291,8,0.08,0.272659924344291,34,0.34,0.476095228569523
0.5,1,0.5,3,0.9,0.6,0.2,100,41,0.89,0.31446603773522,23,0.23,0.422952584681651,48,0.48,0.502116731568678,10,0.1,0.301511344577764,11,0.11,0.31446603773522,34,0.34,0.476095228569523
0.5,1,0.5,4,0.9,0.6,0.2,100,43,0.87,0.337997668989631,26,0.26,0.440844002276808,44,0.44,0.498887651569859,10,0.1,0.301511344577764,13,0.13,0.337997668989631,30,0.3,0.460566186471838
0.5,1,0.5,5,0.9,0.6,0.2,100,42,0.87,0.337997668989631,28,0.28,0.451260859854213,45,0.45,0.5,14,0.14,0.348735088019777,13,0.13,0.337997668989631,20,0.2,0.402015126103685
0.5,1,0.5,6,0.9,0.6,0.2,100,47,0.91,0.287623491264661,26,0.26,0.440844002276808,44,0.44,0.498887651569859,8,0.08,0.272659924344291,9,0.09,0.287623491264661,29,0.29,0.456048021572069
0.5,1,0.5,7,0.9,0.6,0.2,100,47,0.88,0.32659863237109,29,0.29,0.456048021572069,41,0.41,0.49431107042371,8,0.08,0.272659924344291,12,0.12,0.32659863237109,30,0.3,0.460566186471838
0.5,1,0.5,8,0.9,0.6,0.2,100,45,0.9,0.301511344577764,25,0.25,0.435194139889245,45,0.45,0.5,7,0.07,0.256432399976243,10,0.1,0.301511344577764,24,0.24,0.429234695990928
0.5,1,0.5,9,0.9,0.6,0.2,100,42,0.87,0.337997668989631,29,0.29,0.456048021572069,45,0.45,0.5,11,0.11,0.31446603773522,13,0.13,0.337997668989631,18,0.18,0.386122919665369
0.5,1,0.5,10,0.9,0.6,0.2,100,42,0.89,0.31446603773522,20,0.2,0.402015126103685,47,0.47,0.501613558046592,10,0.1,0.301511344577764,11,0.11,0.31446603773522,32,0.32,0.468826172262151
0.5,1,0.5,1,0.9,0.8,0.2,100,48,0.94,0.238683256575942,42,0.42,0.496044963748858,46,0.46,0.500908265962033,8,0.08,0.272659924344291,6,0.06,0.238683256575942,19,0.19,0.394277244403663
0.5,1,0.5,2,0.9,0.8,0.2,100,40,0.86,0.348735088019777,32,0.32,0.468826172262151,46,0.46,0.500908265962033,9,0.09,0.287623491264661,14,0.14,0.348735088019777,25,0.25,0.435194139889245
0.5,1,0.5,3,0.9,0.8,0.2,100,42,0.88,0.32659863237109,33,0.33,0.472581562625261,46,0.46,0.500908265962033,7,0.07,0.256432399976243,12,0.12,0.32659863237109,23,0.23,0.422952584681651
0.5,1,0.5,4,0.9,0.8,0.2,100,44,0.92,0.272659924344291,32,0.32,0.468826172262151,48,0.48,0.502116731568678,14,0.14,0.348735088019777,8,0.08,0.272659924344291,17,0.17,0.377525168068637
0.5,1,0.5,5,0.9,0.8,0.2,100,47,0.91,0.287623491264661,38,0.38,0.487831731214563,44,0.44,0.498887651569859,12,0.12,0.32659863237109,9,0.09,0.287623491264661,19,0.19,0.394277244403663
0.5,1,0.5,6,0.9,0.8,0.2,100,48,0.88,0.32659863237109,38,0.38,0.487831731214563,40,0.4,0.492365963917331,10,0.1,0.301511344577764,12,0.12,0.32659863237109,20,0.2,0.402015126103685
0.5,1,0.5,7,0.9,0.8,0.2,100,41,0.9,0.301511344577764,37,0.37,0.48523658709391,49,0.49,0.502418393795691,10,0.1,0.301511344577764,10,0.1,0.301511344577764,23,0.23,0.422952584681651
0.5,1,0.5,8,0.9,0.8,0.2,100,40,0.95,0.21904291355759,29,0.29,0.456048021572069,55,0.55,0.5,16,0.16,0.368452949177471,5,0.05,0.21904291355759,23,0.23,0.422952584681651
0.5,1,0.5,9,0.9,0.8,0.2,100,44,0.91,0.287623491264661,39,0.39,0.490207130000197,47,0.47,0.501613558046592,7,0.07,0.256432399976243,9,0.09,0.287623491264661,23,0.23,0.422952584681651
0.5,1,0.5,10,0.9,0.8,0.2,100,44,0.93,0.256432399976243,34,0.34,0.476095228569523,49,0.49,0.502418393795691,8,0.08,0.272659924344291,7,0.07,0.256432399976243,24,0.24,0.429234695990928
0.5,1,0.5,1,0.9,1,0.2,100,48,0.89,0.31446603773522,48,0.48,0.502116731568678,41,0.41,0.49431107042371,11,0.11,0.31446603773522,11,0.11,0.31446603773522,14,0.14,0.348735088019777
0.5,1,0.5,2,0.9,1,0.2,100,50,0.9,0.301511344577764,50,0.5,0.502518907629606,40,0.4,0.492365963917331,8,0.08,0.272659924344291,10,0.1,0.301511344577764,14,0.14,0.348735088019777
0.5,1,0.5,3,0.9,1,0.2,100,47,0.9,0.301511344577764,47,0.47,0.501613558046592,43,0.43,0.497569851956243,9,0.09,0.287623491264661,10,0.1,0.301511344577764,21,0.21,0.409360180740332
0.5,1,0.5,4,0.9,1,0.2,100,53,0.93,0.256432399976243,53,0.53,0.501613558046592,40,0.4,0.492365963917331,6,0.06,0.238683256575942,7,0.07,0.256432399976243,15,0.15,0.358870281282637
0.5,1,0.5,5,0.9,1,0.2,100,48,0.95,0.21904291355759,48,0.48,0.502116731568678,47,0.47,0.501613558046592,9,0.09,0.287623491264661,5,0.05,0.21904291355759,19,0.19,0.394277244403663
0.5,1,0.5,6,0.9,1,0.2,100,48,0.91,0.287623491264661,48,0.48,0.502116731568678,43,0.43,0.497569851956243,13,0.13,0.337997668989631,9,0.09,0.287623491264661,14,0.14,0.348735088019777
0.5,1,0.5,7,0.9,1,0.2,100,40,0.88,0.32659863237109,40,0.4,0.492365963917331,48,0.48,0.502116731568678,10,0.1,0.301511344577764,12,0.12,0.32659863237109,23,0.23,0.422952584681651
0.5,1,0.5,8,0.9,1,0.2,100,49,0.9,0.301511344577764,49,0.49,0.502418393795691,41,0.41,0.49431107042371,8,0.08,0.272659924344291,10,0.1,0.301511344577764,16,0.16,0.368452949177471
0.5,1,0.5,9,0.9,1,0.2,100,45,0.91,0.287623491264661,45,0.45,0.5,46,0.46,0.500908265962033,8,0.08,0.272659924344291,9,0.09,0.287623491264661,16,0.16,0.368452949177471
0.5,1,0.5,10,0.9,1,0.2,100,40,0.9,0.301511344577764,40,0.4,0.492365963917331,50,0.5,0.502518907629606,9,0.09,0.287623491264661,10,0.1,0.301511344577764,26,0.26,0.440844002276808
0.5,1,0.5,1,0.9,0,0.4,100,44,0.94,0.238683256575942,0,0,0,50,0.5,0.502518907629606,20,0.2,0.402015126103685,6,0.06,0.238683256575942,31,0.31,0.464823198711732
0.5,1,0.5,2,0.9,0,0.4,100,36,0.87,0.337997668989631,0,0,0,51,0.51,0.502418393795691,21,0.21,0.409360180740332,13,0.13,0.337997668989631,31,0.31,0.464823198711732
0.5,1,0.5,3,0.9,0,0.4,100,46,0.91,0.287623491264661,0,0,0,45,0.45,0.5,18,0.18,0.386122919665369,9,0.09,0.287623491264661,38,0.38,0.487831731214563
0.5,1,0.5,4,0.9,0,0.4,100,45,0.9,0.301511344577764,0,0,0,45,0.45,0.5,20,0.2,0.402015126103685,10,0.1,0.301511344577764,28,0.28,0.451260859854213
0.5,1,0.5,5,0.9,0,0.4,100,47,0.9,0.301511344577764,0,0,0,43,0.43,0.497569851956243,17,0.17,0.377525168068637,10,0.1,0.301511344577764,29,0.29,0.456048021572069
0.5,1,0.5,6,0.9,0,0.4,100,50,0.94,0.238683256575942,0,0,0,44,0.44,0.498887651569859,18,0.18,0.386122919665369,6,0.06,0.238683256575942,35,0.35,0.479372485441102
0.5,1,0.5,7,0.9,0,0.4,100,51,0.94,0.238683256575942,0,0,0,43,0.43,0.497569851956243,13,0.13,0.337997668989631,6,0.06,0.238683256575942,32,0.32,0.468826172262151
0.5,1,0.5,8,0.9,0,0.4,100,45,0.9,0.301511344577764,0,0,0,45,0.45,0.5,24,0.24,0.429234695990928,10,0.1,0.301511344577764,29,0.29,0.456048021572069
0.5,1,0.5,9,0.9,0,0.4,100,38,0.89,0.31446603773522,0,0,0,51,0.51,0.502418393795691,20,0.2,0.402015126103685,11,0.11,0.31446603773522,46,0.46,0.500908265962033
0.5,1,0.5,10,0.9,0,0.4,100,53,0.91,0.287623491264661,0,0,0,38,0.38,0.487831731214563,15,0.15,0.358870281282637,9,0.09,0.287623491264661,39,0.39,0.490207130000197
0.5,1,0.5,1,0.9,0.2,0.4,100,47,0.91,0.287623491264661,12,0.12,0.32659863237109,44,0.44,0.498887651569859,15,0.15,0.358870281282637,9,0.09,0.287623491264661,31,0.31,0.464823198711732
0.5,1,0.5,2,0.9,0.2,0.4,100,46,0.9,0.301511344577764,8,0.08,0.272659924344291,44,0.44,0.498887651569859,17,0.17,0.377525168068637,10,0.1,0.301511344577764,37,0.37,0.48523658709391
