"prob.shore","prob.ship","prob.est","nstops","prob.surv","onshore","onship","containers","shore","shorestopM","shorestopSD","rmshoreS","rmshoreM","rmshoreSD","transferS","transferM","transferSD","rmtransS","rmtransM","rmtransSD","dierouteS","dierouteM","dierouteSD","establishS","establishM","establishSD"
0.5,0.5,0.9,1,0.9,0,0,100,53,0.79,0.409360180740332,0,0,0,26,0.26,0.440844002276808,0,0,0,100,1,0,50,0.5,0.502518907629606
0.5,0.5,0.9,2,0.9,0,0,100,46,0.99,0.594503442743895,0,0,0,36,0.36,0.482418151324422,0,0,0,102,1.02,0.14070529413629,39,0.39,0.490207130000197
0.5,0.5,0.9,3,0.9,0,0,100,62,1.21,0.655897873301949,0,0,0,30,0.3,0.460566186471838,0,0,0,102,1.02,0.14070529413629,54,0.54,0.500908265962033
0.5,0.5,0.9,4,0.9,0,0,100,57,1.19,0.812714618119454,0,0,0,29,0.29,0.456048021572069,0,0,0,102,1.02,0.14070529413629,51,0.51,0.502418393795691
0.5,0.5,0.9,5,0.9,0,0,100,60,1.17,0.766139476185438,0,0,0,27,0.27,0.446196043338474,0,0,0,107,1.07,0.293188669562103,56,0.56,0.498887651569859
0.5,0.5,0.9,6,0.9,0,0,100,60,1.26,0.980826285343231,0,0,0,28,0.28,0.451260859854213,0,0,0,106,1.06,0.342893215995531,56,0.56,0.498887651569859
0.5,0.5,0.9,7,0.9,0,0,100,64,1.12,0.74236858171067,0,0,0,24,0.24,0.429234695990928,0,0,0,103,1.03,0.171446607997765,57,0.57,0.497569851956243
0.5,0.5,0.9,8,0.9,0,0,100,60,1.21,0.700576962801433,0,0,0,30,0.3,0.460566186471838,0,0,0,101,1.01,0.1,55,0.55,0.5
0.5,0.5,0.9,9,0.9,0,0,100,50,1.18,0.833393937190243,0,0,0,34,0.34,0.476095228569523,0,0,0,106,1.06,0.342893215995531,48,0.48,0.502116731568678
0.5,0.5,0.9,10,0.9,0,0,100,56,1.16,0.849479935970333,0,0,0,29,0.29,0.456048021572069,0,0,0,103,1.03,0.222701503353614,48,0.48,0.502116731568678
0.5,0.5,0.9,1,0.9,0.2,0,100,41,0.63,0.48523658709391,7,0.07,0.256432399976243,22,0.22,0.416333199893227,0,0,0,100,1,0,32,0.32,0.468826172262151
0.5,0.5,0.9,2,0.9,0.2,0,100,55,0.96,0.530294372223693,10,0.1,0.301511344577764,29,0.29,0.456048021572069,0,0,0,104,1.04,0.196946385566932,39,0.39,0.490207130000197
0.5,0.5,0.9,3,0.9,0.2,0,100,53,0.92,0.646357314322177,11,0.11,0.31446603773522,24,0.24,0.429234695990928,0,0,0,107,1.07,0.256432399976243,38,0.38,0.487831731214563
0.5,0.5,0.9,4,0.9,0.2,0,100,53,0.97,0.576562435842158,10,0.1,0.301511344577764,30,0.3,0.460566186471838,0,0,0,104,1.04,0.196946385566932,37,0.37,0.48523658709391
0.5,0.5,0.9,5,0.9,0.2,0,100,57,1.23,0.763498063474488,12,0.12,0.32659863237109,33,0.33,0.472581562625261,0,0,0,103,1.03,0.222701503353614,39,0.39,0.490207130000197
0.5,0.5,0.9,6,0.9,0.2,0,100,53,1.24,0.588097428882822,16,0.16,0.368452949177471,42,0.42,0.496044963748858,0,0,0,105,1.05,0.297294195005282,32,0.32,0.468826172262151
0.5,0.5,0.9,7,0.9,0.2,0,100,59,1.09,0.726065917924617,19,0.19,0.394277244403663,26,0.26,0.440844002276808,0,0,0,103,1.03,0.171446607997765,31,0.31,0.464823198711732
